Datum (MEZ),Wind Offshore,Wind Onshore,Solar,Last
2022-01-01T00:00+01:00,6196.5,25775.5,0,47845.8
2022-01-01T00:15+01:00,6102.2,25693.5,0,47405
2022-01-01T00:30+01:00,6023.7,25289.3,0,46861.2
2022-01-01T00:45+01:00,5831.9,25352.5,0,46139.3
2022-01-01T01:00+01:00,5748.5,24889.3,0,45219.9
2022-01-01T01:15+01:00,5856.2,24642.1,0,44799.9
2022-01-01T01:30+01:00,5836,24214.8,0,44089.2
2022-01-01T01:45+01:00,5904.4,23527.3,0,43940.7
2022-01-01T02:00+01:00,5759.2,23564.7,0,44128.9
2022-01-01T02:15+01:00,5808.5,23173.8,0,43547.4
2022-01-01T02:30+01:00,5467.3,22982.7,0,43040.4
2022-01-01T02:45+01:00,5391.7,22879.1,0,42811.2
2022-01-01T03:00+01:00,5360.9,22571.2,0,42512.9
2022-01-01T03:15+01:00,5321.5,22295.3,0,42395.3
2022-01-01T03:30+01:00,5409.9,21760.6,0,42380.9
2022-01-01T03:45+01:00,5666.3,21504.1,0,42308
2022-01-01T04:00+01:00,5651.5,20857.6,0,42275.9
2022-01-01T04:15+01:00,5753.8,20853.8,0,42094.4
2022-01-01T04:30+01:00,5755.9,20219.7,0,42314.4
2022-01-01T04:45+01:00,5420.5,20178,0,41944.7
2022-01-01T05:00+01:00,5071.6,19788.3,0,41915.2
2022-01-01T05:15+01:00,4694.1,19568.8,0,41716.1
2022-01-01T05:30+01:00,4367.1,19386.8,0,41580.2
2022-01-01T05:45+01:00,4182.8,19357.2,0,41225.1
2022-01-01T06:00+01:00,4149.3,19593.7,0,41107.2
2022-01-01T06:15+01:00,4376.2,19309.8,0,41140.1
2022-01-01T06:30+01:00,4684.3,19142.2,0,41148.5
2022-01-01T06:45+01:00,5039.2,18776.3,0,41267.8
2022-01-01T07:00+01:00,5088.6,18429.3,0,41774.7
2022-01-01T07:15+01:00,5002.6,18039.4,0.1,41718.6
2022-01-01T07:30+01:00,4877.2,17756.5,0.1,41929.7
2022-01-01T07:45+01:00,4637.4,17712,1.7,42128
2022-01-01T08:00+01:00,4559.5,17094.7,5.3,42855.6
2022-01-01T08:15+01:00,4148.5,16790.9,66.6,43163.7
2022-01-01T08:30+01:00,3962.2,16504.5,323.5,43229.6
2022-01-01T08:45+01:00,4193.7,16256.4,711.7,43524.1
2022-01-01T09:00+01:00,4306.1,16124.9,1233.7,44763.2
2022-01-01T09:15+01:00,4358.6,15876.1,1828.1,45357.2
2022-01-01T09:30+01:00,4297.7,15413.3,2406.5,45905.4
2022-01-01T09:45+01:00,4071.4,15234.8,3019.8,46203.5
2022-01-01T10:00+01:00,4079,14790,3679.3,46707.7
2022-01-01T10:15+01:00,4103.9,14164.3,4380.3,47302.3
2022-01-01T10:30+01:00,4172.4,13698.1,5094.1,47815
2022-01-01T10:45+01:00,4019.6,13281.4,5769.9,48428.5
2022-01-01T11:00+01:00,3964.1,12641,6341.9,49171.4
2022-01-01T11:15+01:00,4119.9,12351.6,6922,49952.9
2022-01-01T11:30+01:00,4458,11751.5,7418.6,50600.2
2022-01-01T11:45+01:00,4698,10928.3,7822.2,50602
2022-01-01T12:00+01:00,4640.1,10939.4,8121,50678.1
2022-01-01T12:15+01:00,4892.7,10700.3,8386.4,50732.8
2022-01-01T12:30+01:00,5240.5,10062.9,8478.5,51148
2022-01-01T12:45+01:00,5416.9,9718.7,8261.7,50263
2022-01-01T13:00+01:00,5435.4,9384.5,7950.5,49894.4
2022-01-01T13:15+01:00,5502.2,9090.2,7588.6,49563.7
2022-01-01T13:30+01:00,5621.2,8771.1,7081.5,49704.6
2022-01-01T13:45+01:00,5784.5,8496.7,6544.4,49703.2
2022-01-01T14:00+01:00,5871.8,8480.3,5944.6,49203.1
2022-01-01T14:15+01:00,5920.9,8271.4,5327.3,48962.2
2022-01-01T14:30+01:00,5972.1,8255.8,4648.4,48927.6
2022-01-01T14:45+01:00,6041.5,8293.1,3919.1,48932.5
2022-01-01T15:00+01:00,6083.8,8470.2,3128,49006.3
2022-01-01T15:15+01:00,6092.8,8523.6,2310.2,48790
2022-01-01T15:30+01:00,6101.3,8765.3,1551.5,48832.2
2022-01-01T15:45+01:00,6129.6,9223.1,931.6,49113.6
2022-01-01T16:00+01:00,6139.5,9802.3,467.6,49879.7
2022-01-01T16:15+01:00,6168,10316.1,158.6,50584
2022-01-01T16:30+01:00,6179.8,10816.2,18.1,51715.5
2022-01-01T16:45+01:00,6197,11358.4,1,52997.8
2022-01-01T17:00+01:00,6216.8,11956.8,0.1,54289.3
2022-01-01T17:15+01:00,6155.2,12526.6,0,54826.6
2022-01-01T17:30+01:00,6098,13144.4,0,55499.4
2022-01-01T17:45+01:00,6106.3,13622,0,55740.9
2022-01-01T18:00+01:00,6116.4,14185,0,56045.6
2022-01-01T18:15+01:00,6101.8,14647.6,0,56241.3
2022-01-01T18:30+01:00,6107.6,15072.7,0,56019.9
2022-01-01T18:45+01:00,6124.4,15787.1,0,55832.3
2022-01-01T19:00+01:00,6135.5,16444.3,0,55556.6
2022-01-01T19:15+01:00,6149,16724,0,55269.1
2022-01-01T19:30+01:00,6153.4,17105.9,0,54904.4
2022-01-01T19:45+01:00,6162.9,17465.2,0,54267.5
2022-01-01T20:00+01:00,6203.5,17907.8,0,53878.9
2022-01-01T20:15+01:00,6255.7,17947.5,0,53255.9
2022-01-01T20:30+01:00,6338.2,17987.6,0,52682.1
2022-01-01T20:45+01:00,6396.2,18084.6,0,52226.9
2022-01-01T21:00+01:00,6466.2,18048.8,0,51925.5
2022-01-01T21:15+01:00,6529.2,18310.8,0,51379.2
2022-01-01T21:30+01:00,6566.8,18473,0,51371.1
2022-01-01T21:45+01:00,6603.7,18722,0,51123.7
2022-01-01T22:00+01:00,6732.9,18203.4,0,51494.7
2022-01-01T22:15+01:00,6796.3,18559.9,0,51174.6
2022-01-01T22:30+01:00,6846.9,18701.5,0,50648.6
2022-01-01T22:45+01:00,6881.8,18721.5,0,50029.1
2022-01-01T23:00+01:00,6910.2,18701.7,0,49112.9
2022-01-01T23:15+01:00,7019.7,18859.3,0,48464.9
2022-01-01T23:30+01:00,7052.4,18837.1,0,47823.4
2022-01-01T23:45+01:00,7041.7,18897.9,0,46778.2
2022-01-02T00:00+01:00,7006.8,19238.3,0,45939.4
2022-01-02T00:15+01:00,7018,19197.8,0,45745.5
2022-01-02T00:30+01:00,7033.6,18832.5,0,45921.2
2022-01-02T00:45+01:00,7008.5,18337.5,0,45325.2
2022-01-02T01:00+01:00,6966.6,18625.7,0,45276.2
2022-01-02T01:15+01:00,6895.3,19129.8,0,44467
2022-01-02T01:30+01:00,6861.4,19560.6,0,44039.2
2022-01-02T01:45+01:00,6905.6,17804.7,0,44171.4
2022-01-02T02:00+01:00,6939.5,17683,0,44064.9
2022-01-02T02:15+01:00,6888.8,18247.8,0,43739.9
2022-01-02T02:30+01:00,6806.8,18000.3,0,43633.1
2022-01-02T02:45+01:00,6786.3,18000.8,0,43439
2022-01-02T03:00+01:00,6369.9,18372,0,43354.2
2022-01-02T03:15+01:00,6378.2,18916.8,0,43381.1
2022-01-02T03:30+01:00,6311.8,19148.3,0,43505.4
2022-01-02T03:45+01:00,6301.5,18956.8,0,43654.1
2022-01-02T04:00+01:00,6151.6,17934.7,0,43876.3
2022-01-02T04:15+01:00,6153.1,17850.9,0,43407.3
2022-01-02T04:30+01:00,6112.4,18165.5,0,43657.2
2022-01-02T04:45+01:00,5986.2,17983.3,0,43708.3
2022-01-02T05:00+01:00,6277.9,18497.4,0,43912.2
2022-01-02T05:15+01:00,6383.7,18526.8,0,43552.5
2022-01-02T05:30+01:00,6552.1,17876.5,0,43656.1
2022-01-02T05:45+01:00,6309.3,17237.8,0,43669.4
2022-01-02T06:00+01:00,6210.1,18580.2,0,43217.4
2022-01-02T06:15+01:00,5974.7,18548.7,0,43103.3
2022-01-02T06:30+01:00,6156.3,19185.9,0,43250
2022-01-02T06:45+01:00,5914.5,19075,0,43634.5
2022-01-02T07:00+01:00,5548.7,19471.7,0,44259.7
2022-01-02T07:15+01:00,5447.6,20288.8,0,44897.6
2022-01-02T07:30+01:00,5293.9,20949.8,0.2,45610.7
2022-01-02T07:45+01:00,5444.4,21376,2.2,46361
2022-01-02T08:00+01:00,5743.8,22122,16.5,47365.3
2022-01-02T08:15+01:00,5770.9,22565.3,165.6,48198.4
2022-01-02T08:30+01:00,5675.6,22399.8,527,49161
2022-01-02T08:45+01:00,5530,22697.7,911.1,49968
2022-01-02T09:00+01:00,5308.1,23013,1402.6,51147.8
2022-01-02T09:15+01:00,5284.1,23620.7,1934.1,51671.9
2022-01-02T09:30+01:00,5088.2,23577.2,2534,51956.9
2022-01-02T09:45+01:00,4928.6,23759.9,3218.8,52458.6
2022-01-02T10:00+01:00,5346.1,24579.8,3823.5,53416.9
2022-01-02T10:15+01:00,5517,24824.7,4394.9,53614.7
2022-01-02T10:30+01:00,5454.3,24836.7,4661.9,54556
2022-01-02T10:45+01:00,5635.2,25371.7,5138.5,55248.6
2022-01-02T11:00+01:00,5862.5,26082.5,5420.2,56305.9
2022-01-02T11:15+01:00,6107.5,26266.1,5655.4,57496.4
2022-01-02T11:30+01:00,6284.9,26619.3,5978.2,58026.6
2022-01-02T11:45+01:00,6468.9,27086.7,6160.3,58131.7
2022-01-02T12:00+01:00,6558.6,28040,6215,58684.3
2022-01-02T12:15+01:00,6689.6,28375,5998,58562.8
2022-01-02T12:30+01:00,6374.2,28885.7,5626.1,58431.4
2022-01-02T12:45+01:00,5960,30031.4,5282,58109.1
2022-01-02T13:00+01:00,5882.2,29786.4,4880.4,57551.1
2022-01-02T13:15+01:00,6080.7,30312,4571,57154.8
2022-01-02T13:30+01:00,6113.4,30828.8,4176.7,56848.4
2022-01-02T13:45+01:00,6101,30676.4,3973.1,57107.9
2022-01-02T14:00+01:00,6031.7,31209.8,3673.5,56826.3
2022-01-02T14:15+01:00,5671.9,32100,3321.2,56557.6
2022-01-02T14:30+01:00,5568.3,32296.9,2859.3,56287.1
2022-01-02T14:45+01:00,5689.3,31971.4,2384.2,56275.2
2022-01-02T15:00+01:00,5693.7,32735.5,1917.8,56906
2022-01-02T15:15+01:00,5778.1,32987.5,1454.5,56891.6
2022-01-02T15:30+01:00,5926.5,34002.8,971.5,57132.1
2022-01-02T15:45+01:00,6157.3,33449.6,546.1,57316.5
2022-01-02T16:00+01:00,6383.8,33461.7,217.2,58458.1
2022-01-02T16:15+01:00,6350.4,33640.6,50.2,59024
2022-01-02T16:30+01:00,6311.7,34729.7,4.6,59620.7
2022-01-02T16:45+01:00,6432.3,35474.9,0.7,60963.1
2022-01-02T17:00+01:00,6430.1,35451,0.1,62186.8
2022-01-02T17:15+01:00,6365.8,35504.4,0,62671.4
2022-01-02T17:30+01:00,6397.3,35835,0,63141.4
2022-01-02T17:45+01:00,6521,35527.8,0,63250.1
2022-01-02T18:00+01:00,6533.9,36027.9,0,63016.9
2022-01-02T18:15+01:00,6636.4,36252,0,63005.1
2022-01-02T18:30+01:00,6642,36015.6,0,63131.1
2022-01-02T18:45+01:00,6620.6,35555.7,0,62754.8
2022-01-02T19:00+01:00,6688.2,35459.4,0,62191.7
2022-01-02T19:15+01:00,6853,35019.6,0,61747.2
2022-01-02T19:30+01:00,6786.7,34173.8,0,61355.4
2022-01-02T19:45+01:00,6887.7,33972.9,0,60539.2
2022-01-02T20:00+01:00,6920.7,33961.8,0,59846.2
2022-01-02T20:15+01:00,7100.1,34108.8,0,59098.1
2022-01-02T20:30+01:00,7105.7,33540.1,0,58320.7
2022-01-02T20:45+01:00,6979.1,33076.9,0,57568.1
2022-01-02T21:00+01:00,6948.4,32887,0,56905.3
2022-01-02T21:15+01:00,6842.3,32388.4,0,56461.1
2022-01-02T21:30+01:00,6673.6,32157.2,0,55978.5
2022-01-02T21:45+01:00,6539.1,31496.4,0,55516.7
2022-01-02T22:00+01:00,6338.9,30715.1,0,55694.7
2022-01-02T22:15+01:00,6176.2,30555.9,0,55133.2
2022-01-02T22:30+01:00,6021.2,30279.8,0,54212.3
2022-01-02T22:45+01:00,5866.6,30239.4,0,53128.4
2022-01-02T23:00+01:00,5760.9,30156.6,0,52491.2
2022-01-02T23:15+01:00,5895.8,30204.9,0,51501.8
2022-01-02T23:30+01:00,6044.8,29272.1,0,50986.7
2022-01-02T23:45+01:00,6426.2,29378.8,0,50189.3
2022-01-03T00:00+01:00,6253.4,29070.8,0,49235.2
2022-01-03T00:15+01:00,6289.9,28979.9,0,48912.4
2022-01-03T00:30+01:00,6339.9,28564,0,48529.7
2022-01-03T00:45+01:00,6396.4,27918.5,0,47850.3
2022-01-03T01:00+01:00,6299.2,26980.9,0,47477.8
2022-01-03T01:15+01:00,6105.8,26212.3,0,46899.8
2022-01-03T01:30+01:00,6077.6,25525.8,0,46729.4
2022-01-03T01:45+01:00,5964.7,27362.9,0,46120.4
2022-01-03T02:00+01:00,5749.2,27131.3,0,45785.5
2022-01-03T02:15+01:00,5793.6,26256.7,0,45521.1
2022-01-03T02:30+01:00,5799.1,25779.4,0,45695.1
2022-01-03T02:45+01:00,5719,25257.8,0,45638.2
2022-01-03T03:00+01:00,5774.6,24373.6,0,46063
2022-01-03T03:15+01:00,6091.4,25676.9,0,45952
2022-01-03T03:30+01:00,5683.5,25307.2,0,46230.9
2022-01-03T03:45+01:00,5545.5,25569.8,0,46677.6
2022-01-03T04:00+01:00,5589.8,26008.5,0,47050.6
2022-01-03T04:15+01:00,5807.6,27133.6,0,47286.9
2022-01-03T04:30+01:00,5881.7,26917.7,0,47859.6
2022-01-03T04:45+01:00,6089.4,27355.5,0,49015.1
2022-01-03T05:00+01:00,6282.2,29095.5,0,50637.3
2022-01-03T05:15+01:00,6237.4,30051.4,0,51302.8
2022-01-03T05:30+01:00,6043.8,30913.7,0,51946.5
2022-01-03T05:45+01:00,6060,33052.6,0,53584.2
2022-01-03T06:00+01:00,6308.3,35637,0,56659.3
2022-01-03T06:15+01:00,6297.7,35974.1,0,58443.1
2022-01-03T06:30+01:00,6282.8,36025.3,0,60404.7
2022-01-03T06:45+01:00,6081.2,36919,0,62084.6
2022-01-03T07:00+01:00,6121.3,37981.9,0,64088.1
2022-01-03T07:15+01:00,6119.4,37505.2,0,65445.4
2022-01-03T07:30+01:00,6115.3,37398.6,0,66577.6
2022-01-03T07:45+01:00,6132.6,37138.8,2.3,67951.7
2022-01-03T08:00+01:00,6108.1,36359.7,8.5,68882.1
2022-01-03T08:15+01:00,6133.5,36197.1,38.3,69517.6
2022-01-03T08:30+01:00,6118.4,36644.1,184.5,69959.1
2022-01-03T08:45+01:00,6140.4,36723.2,461.3,70414.2
2022-01-03T09:00+01:00,6139.2,36062.1,880.4,70808.5
2022-01-03T09:15+01:00,6154.5,35730.3,1388,70965.4
2022-01-03T09:30+01:00,6169,35695.2,1897.1,71375.5
2022-01-03T09:45+01:00,5887.6,35612.7,2434,71660.4
2022-01-03T10:00+01:00,5721.7,35630.9,3043.1,72134.9
2022-01-03T10:15+01:00,5711.7,35894.4,3593.9,72735
2022-01-03T10:30+01:00,5707.9,36020.2,4031.6,72991.4
2022-01-03T10:45+01:00,5722.4,36095.8,4436.9,73018.6
2022-01-03T11:00+01:00,5716.2,36224.2,4731.7,73555.8
2022-01-03T11:15+01:00,5694.4,36484.1,5059.7,74339.5
2022-01-03T11:30+01:00,5705,36705.9,5324.7,74777.4
2022-01-03T11:45+01:00,5697.5,37008.7,5470.4,74964.7
2022-01-03T12:00+01:00,5686.1,36814.5,5486.2,75204.7
2022-01-03T12:15+01:00,5692.8,36624.2,5470.2,75155.1
2022-01-03T12:30+01:00,5693.5,36166,5266.5,75154.2
2022-01-03T12:45+01:00,5689.4,36241.5,5058.3,74969.3
2022-01-03T13:00+01:00,5687.2,36036.2,4623.4,75043.5
2022-01-03T13:15+01:00,5698.7,35825.1,4437.6,74491.9
2022-01-03T13:30+01:00,5708.2,35638,4142.7,74010.8
2022-01-03T13:45+01:00,5696,35574.9,3780.9,73533.2
2022-01-03T14:00+01:00,5699.5,35217.7,3452.9,73244.6
2022-01-03T14:15+01:00,5701.9,34771.8,3092.7,73217.3
2022-01-03T14:30+01:00,5706.4,34465.1,2687.5,73113.2
2022-01-03T14:45+01:00,5715.8,34132.5,2235.6,73149.4
2022-01-03T15:00+01:00,5715.8,33616.9,1710.4,72802.1
2022-01-03T15:15+01:00,5711.2,32969.3,1252.5,72299.6
2022-01-03T15:30+01:00,5706.4,32734.4,833.6,71802
2022-01-03T15:45+01:00,5710.8,32940,452.7,71506.9
2022-01-03T16:00+01:00,5714.6,33114.1,175.9,72078.7
2022-01-03T16:15+01:00,5719.1,32808.6,41.9,72275.3
2022-01-03T16:30+01:00,5719,32438.6,4,73005.4
2022-01-03T16:45+01:00,5713,32244.3,1.6,73639.5
2022-01-03T17:00+01:00,5698.5,32199,0.1,74549.3
2022-01-03T17:15+01:00,5712.5,32198,0,75071.2
2022-01-03T17:30+01:00,5707.9,32153.7,0,75382.6
2022-01-03T17:45+01:00,5523.6,32142.9,0,75696
2022-01-03T18:00+01:00,5506.3,32340.4,0,75324.8
2022-01-03T18:15+01:00,5506.8,32316.3,0,75176.9
2022-01-03T18:30+01:00,5507.7,32377.6,0,75025.1
2022-01-03T18:45+01:00,5497.1,32122.7,0,74359.5
2022-01-03T19:00+01:00,5511.1,31829.2,0,74042
2022-01-03T19:15+01:00,5503.1,31150.7,0,73186.2
2022-01-03T19:30+01:00,5520.1,30417.8,0,72475.6
2022-01-03T19:45+01:00,5517.3,30004.1,0,71949.4
2022-01-03T20:00+01:00,5323.1,29637.5,0,70551.6
2022-01-03T20:15+01:00,5188.6,29076.3,0,69121.5
2022-01-03T20:30+01:00,5157.9,28627.9,0,67949.4
2022-01-03T20:45+01:00,5178.2,28133.5,0,66851.2
2022-01-03T21:00+01:00,5185.5,28010.2,0,65893.7
2022-01-03T21:15+01:00,5122.5,27522.7,0,64820
2022-01-03T21:30+01:00,5073.4,27131.5,0,63902.8
2022-01-03T21:45+01:00,5365.5,26461.7,0,63478.3
2022-01-03T22:00+01:00,5533.4,25354.2,0,63241.3
2022-01-03T22:15+01:00,5513.3,25069.3,0,62100
2022-01-03T22:30+01:00,5507.8,24774.8,0,60790.9
2022-01-03T22:45+01:00,5592.4,24201.3,0,59682.1
2022-01-03T23:00+01:00,5499.7,23770.8,0,58702.4
2022-01-03T23:15+01:00,5413.2,23140.2,0,57934.9
2022-01-03T23:30+01:00,5350.4,22787.8,0,57070.3
2022-01-03T23:45+01:00,5330.9,22110,0,56333.5
2022-01-04T00:00+01:00,5305,21640.8,0,55267.6
2022-01-04T00:15+01:00,5333,21573.4,0,54760.8
2022-01-04T00:30+01:00,5440.4,21285.9,0,54042.7
2022-01-04T00:45+01:00,5371.1,20929.5,0,53280.2
2022-01-04T01:00+01:00,5330.2,20546.3,0,52427.3
2022-01-04T01:15+01:00,5057,20373.2,0,51966.6
2022-01-04T01:30+01:00,4760.1,20107.4,0,51749.4
2022-01-04T01:45+01:00,4512.6,19817.3,0,51550.2
2022-01-04T02:00+01:00,4367.8,19509.8,0,51056.1
2022-01-04T02:15+01:00,3994.6,19112.2,0,51108.9
2022-01-04T02:30+01:00,3818.3,18570.1,0,51047.3
2022-01-04T02:45+01:00,3834.8,18453.7,0,51058.5
2022-01-04T03:00+01:00,3804.2,18091,0,51433.6
2022-01-04T03:15+01:00,3600.7,17831.5,0,51456.7
2022-01-04T03:30+01:00,3338.8,17632.5,0,51535.8
2022-01-04T03:45+01:00,3142.3,17184.2,0,51870
2022-01-04T04:00+01:00,2987.2,16628.5,0,52102.7
2022-01-04T04:15+01:00,2687.8,16327.1,0,52459.6
2022-01-04T04:30+01:00,2547.4,16129.9,0,53175
2022-01-04T04:45+01:00,2493.6,15816.3,0,53534.3
2022-01-04T05:00+01:00,2543.3,15653,0,54406.1
2022-01-04T05:15+01:00,2500.2,15320.7,0,55034.8
2022-01-04T05:30+01:00,2512,14935,0,56059.3
2022-01-04T05:45+01:00,2598.3,14757.3,0,57491.9
2022-01-04T06:00+01:00,2872.3,14540,0,59908.6
2022-01-04T06:15+01:00,3045.8,14171.8,0,61327.5
2022-01-04T06:30+01:00,3210.2,14081.9,0,62307.2
2022-01-04T06:45+01:00,3354,13749.2,0,63602.5
2022-01-04T07:00+01:00,3387.1,13539.5,0,65451.6
2022-01-04T07:15+01:00,3300.2,13352.2,0,66299.5
2022-01-04T07:30+01:00,3295.6,13143.9,0,67539.6
2022-01-04T07:45+01:00,3432.8,13036.5,0.5,68763.8
2022-01-04T08:00+01:00,3324.8,12776.5,6.7,69891.1
2022-01-04T08:15+01:00,3339,12505,26.9,70659.1
2022-01-04T08:30+01:00,3348.3,12557.9,77.5,70968.3
2022-01-04T08:45+01:00,3128.6,12331.6,167.4,71181.8
2022-01-04T09:00+01:00,2925.6,12267.7,299.6,71637
2022-01-04T09:15+01:00,2667.2,11767.9,441.9,71976.6
2022-01-04T09:30+01:00,2790.6,11710.1,646,72182.9
2022-01-04T09:45+01:00,3008.9,11616.5,860.1,72501.6
2022-01-04T10:00+01:00,3451.5,11629,1075.8,72358.3
2022-01-04T10:15+01:00,3790.7,11577.7,1257.6,72734.7
2022-01-04T10:30+01:00,3850.6,11753,1437.9,72885.2
2022-01-04T10:45+01:00,3234.2,12012.3,1625.1,73359.3
2022-01-04T11:00+01:00,3192.2,12060.1,1800.5,73560.3
2022-01-04T11:15+01:00,3371.8,12069.9,1983.7,74170
2022-01-04T11:30+01:00,3596.5,12055.5,2228,74621.2
2022-01-04T11:45+01:00,4014.2,11952.4,2391.6,74920.4
2022-01-04T12:00+01:00,4321.1,11935,2489.1,74859.9
2022-01-04T12:15+01:00,4434.2,12042.1,2609,74725.9
2022-01-04T12:30+01:00,4783.8,11946.8,2703.4,74558.1
2022-01-04T12:45+01:00,4872.3,12191.3,2849.7,74194.2
2022-01-04T13:00+01:00,5130.7,12058.8,2899.7,74236.9
2022-01-04T13:15+01:00,5442.6,12138.6,2833.6,73665.7
2022-01-04T13:30+01:00,5557.9,12584.7,2576.7,73355.3
2022-01-04T13:45+01:00,5861.6,12612.1,2215.3,73015.1
2022-01-04T14:00+01:00,5919.1,12859,1869.2,73024.6
2022-01-04T14:15+01:00,5509.3,12961.2,1595.5,72700.7
2022-01-04T14:30+01:00,5356.1,13173.4,1242.1,72799.4
2022-01-04T14:45+01:00,5688.6,13302.8,972.4,72753.9
2022-01-04T15:00+01:00,6134.2,13556.8,759,72593.5
2022-01-04T15:15+01:00,6275.8,13775.3,562,72603.9
2022-01-04T15:30+01:00,6262.2,13785.4,369.5,72554.8
2022-01-04T15:45+01:00,6143,13870.4,203.2,72860.2
2022-01-04T16:00+01:00,6344.5,14024.8,74.5,73150.3
2022-01-04T16:15+01:00,6168.9,14500.6,15,73211.3
2022-01-04T16:30+01:00,6066.7,14830.9,1.6,73404.5
2022-01-04T16:45+01:00,6054.3,15097.7,0.5,73912.7
2022-01-04T17:00+01:00,5817.9,15533.6,0.1,74294.9
2022-01-04T17:15+01:00,6098.1,15731.7,0,74852
2022-01-04T17:30+01:00,6139.7,15424.7,0,75342.3
2022-01-04T17:45+01:00,5986.9,15698.4,0,75368.1
2022-01-04T18:00+01:00,6009,15541.4,0,74822.9
2022-01-04T18:15+01:00,5964.2,15678.3,0,74837.1
2022-01-04T18:30+01:00,6110.3,15569,0,74652
2022-01-04T18:45+01:00,6138.8,15520.7,0,74380.2
2022-01-04T19:00+01:00,6065,15574,0,74046.4
2022-01-04T19:15+01:00,5922.9,15860.5,0,73331.1
2022-01-04T19:30+01:00,6403.2,16263.2,0,73059.5
2022-01-04T19:45+01:00,6782.3,15988.9,0,72222.6
2022-01-04T20:00+01:00,6730.5,15771.6,0,70918.8
2022-01-04T20:15+01:00,6539.1,15790.9,0,69592.2
2022-01-04T20:30+01:00,6459.7,15980.2,0,68559.5
2022-01-04T20:45+01:00,6736.3,15779.9,0,67500.4
2022-01-04T21:00+01:00,7128.2,15562.1,0,66993.2
2022-01-04T21:15+01:00,6804.9,15331.3,0,66096.2
2022-01-04T21:30+01:00,6488.7,15410.6,0,65344.7
2022-01-04T21:45+01:00,6370.1,15800.5,0,64630.4
2022-01-04T22:00+01:00,6590.3,15326.6,0,63829.6
2022-01-04T22:15+01:00,6857.3,15142.2,0,63024.6
2022-01-04T22:30+01:00,6928.4,15156.4,0,62008.9
2022-01-04T22:45+01:00,7137.4,15391.1,0,61295.1
2022-01-04T23:00+01:00,7251.1,15231.4,0,60407.6
2022-01-04T23:15+01:00,7338.7,15355.7,0,59147.6
2022-01-04T23:30+01:00,7335.5,15328.4,0,58278.9
2022-01-04T23:45+01:00,7296.9,15623.4,0,57601.7
2022-01-05T00:00+01:00,7289.8,15766.7,0,57009
2022-01-05T00:15+01:00,7243,16296.2,0,56571
2022-01-05T00:30+01:00,7271,16349.7,0,55831.7
2022-01-05T00:45+01:00,7234.8,16937.8,0,55291.4
2022-01-05T01:00+01:00,7184.4,17436.5,0,54983.9
2022-01-05T01:15+01:00,7206.2,17935.9,0,54267.2
2022-01-05T01:30+01:00,7177.3,18296.9,0,53865.2
2022-01-05T01:45+01:00,6753,18788.7,0,53542.9
2022-01-05T02:00+01:00,6779.2,19597.2,0,53196.1
2022-01-05T02:15+01:00,6800.4,20602.3,0,53003.4
2022-01-05T02:30+01:00,6803.1,20927.2,0,53216.8
2022-01-05T02:45+01:00,6533.4,21865.6,0,53451.8
2022-01-05T03:00+01:00,6483.5,22479.2,0,53872.3
2022-01-05T03:15+01:00,6467.3,23031.6,0,54177.1
2022-01-05T03:30+01:00,6384.3,23550,0,54556.4
2022-01-05T03:45+01:00,6186.4,24215.7,0,54539.7
2022-01-05T04:00+01:00,6201.4,24386.1,0,55375.7
2022-01-05T04:15+01:00,6165,24661.9,0,55684.4
2022-01-05T04:30+01:00,6101.5,25181,0,56081.3
2022-01-05T04:45+01:00,6164.8,25457.6,0,56804.5
2022-01-05T05:00+01:00,6192.9,25941.6,0,58004.2
2022-01-05T05:15+01:00,6157.5,26372.5,0,58688.1
2022-01-05T05:30+01:00,6184.3,26915.7,0,60081.4
2022-01-05T05:45+01:00,6162.5,27909.9,0,61211.9
2022-01-05T06:00+01:00,6162.8,28930.6,0,63451.9
2022-01-05T06:15+01:00,5992.4,29105.9,0,65326.8
2022-01-05T06:30+01:00,5845.2,29673.9,0,66593.2
2022-01-05T06:45+01:00,5814.7,29805,0,67723.1
2022-01-05T07:00+01:00,5898.3,30331.6,0,69829.8
2022-01-05T07:15+01:00,5890.6,31036,0,71151.4
2022-01-05T07:30+01:00,5864.6,31489.1,0,72408.3
2022-01-05T07:45+01:00,5878,31747.2,0.1,73459.3
2022-01-05T08:00+01:00,5887.8,31968.1,4.8,74618.7
2022-01-05T08:15+01:00,5883,32422.8,49.4,75095.4
2022-01-05T08:30+01:00,5890.9,32606.4,162.3,75442.4
2022-01-05T08:45+01:00,5843.2,33066.4,457.1,75798.2
2022-01-05T09:00+01:00,5923.3,33037.8,856.8,76309.4
2022-01-05T09:15+01:00,5905.9,33439.6,1240.1,76680.5
2022-01-05T09:30+01:00,5926.1,33451.6,1662.9,76941.7
2022-01-05T09:45+01:00,5908.6,33968.6,2121.1,77231.6
2022-01-05T10:00+01:00,5950,34353.2,2733.5,77420.6
2022-01-05T10:15+01:00,5955.6,34665.2,3484.2,77629.2
2022-01-05T10:30+01:00,5911.7,35065.5,4197.2,78267.3
2022-01-05T10:45+01:00,5903.4,35229.2,4757.5,78576.3
2022-01-05T11:00+01:00,5903,35690.7,5185.1,79402.9
2022-01-05T11:15+01:00,5911.8,35703.1,5596.7,79635.9
2022-01-05T11:30+01:00,5931.6,35763.2,6082.9,79923.4
